id,deployment_code,community_name,population,population_override,latitude,longitude,cost_estimate,cost_actual,other_funding_amt,other_funding_donation_count,completion_date,partner_project_code,plaque_text,project_specific_field_notes,internal_notes,image_url,location_type_id,project_type_id,sub_project_type_id,status_id,grant_id,grant_program_id,d2p_batch_id,mycw,region,funding_source,rehab,revenue_category,package_id,fluxx_id,fluxx_regrant_id,possible_location_types,review_status_name,resubmission_notes,state,district,sub_district,system_name,water_point_name,latitude_display,longitude_display
51832,ET.GOH.Q4.13.156.012,Daero gualu,300,,13.95974,38.84116,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,423,Community,,,, N/Adet, L/Hudug,,,,
51821,ET.GOH.Q4.13.156.001,Asha Golgol,175,,13.93592,38.75761,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_OVER_10K,,,423,Community,,,,N/Adet,May tmket,,,,
51822,ET.GOH.Q4.13.156.002,Debri,300,,13.95897,38.77031,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_OVER_10K,,,423,Community,,,,N/Adet,May tmket,,,,
51823,ET.GOH.Q4.13.156.003,May Sagla,200,,13.90956,38.75146,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_OVER_10K,,,423,Community,,,,N/Adet,Metaklo,,,,
51824,ET.GOH.Q4.13.156.004,Daero Deki,310,,13.90225,38.73901,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_OVER_10K,,,423,Community,,,,N/Adet,Metaklo,,,,
51825,ET.GOH.Q4.13.156.005,May meqar,500,,13.9122,38.74014,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_OVER_10K,,,423,Community,,,,N/Adet,Metaklo,,,,
51826,ET.GOH.Q4.13.156.006,Golagul,200,,13.94583,38.83457,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_OVER_10K,,,423,Community,,,, N/Adet, L/Hudug,,,,
51833,ET.GOH.Q4.13.156.013,Ketema Chemo,225,,13.95066,38.82428,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,423,Community,,,,N/Adet, L/Hudug,,,,
51834,ET.GOH.Q4.13.156.014,bota daero,300,,14.03385,38.40403,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,423,Community,,,,T/koraro,adi menabir,,,,
51835,ET.GOH.Q4.13.156.015,feleg enko lihem,350,,14.03132,38.41142,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_NON-REC,,,423,Community,,,,T/koraro,adi menabir,,,,
51836,ET.GOH.Q4.13.156.016,may fida lba,270,,14.08543,38.39264,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_NON-REC,,,423,Community,,,,T/koraro,beles,,,,
51837,ET.GOH.Q4.13.156.017,qetin qalay,300,,14.04142,38.39189,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_NON-REC,,,423,Community,,,,T/koraro,beles,,,,
51838,ET.GOH.Q4.13.156.018,netaet,250,,14.07011,38.40183,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_NON-REC,,,423,Community,,,,T/koraro,beles,,,,
51839,ET.GOH.Q4.13.156.019,eila,290,,14.03442,38.35511,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_NON-REC,,,423,Community,,,,T/koraro,beles,,,,
51840,ET.GOH.Q4.13.156.020,hermaz emini,280,,14.03613,38.36282,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_NON-REC,,,423,Community,,,,T/koraro,beles,,,,
51841,ET.GOH.Q4.13.156.021,tselim bat,240,,14.02754,38.36342,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,T/koraro,beles,,,,
51842,ET.GOH.Q4.13.156.022,may alekito,215,,14.02468,38.36367,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,T/koraro,qelaql,,,,
51843,ET.GOH.Q4.13.156.023,meshireb adigi,265,,13.99298,38.3573,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,T/koraro,qelaql,,,,
51844,ET.GOH.Q4.13.156.024,May chincha,400,,14.00331,37.74283,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Asgede tsimbla,dedebit,,,,
51845,ET.GOH.Q4.13.156.025,Grat g/georgis g/yohannes,200,,14.08763,37.99072,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Asgede tsimbla,hitsats,,,,
51846,ET.GOH.Q4.13.156.026,Migae,300,,13.95254,38.2369,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Asgede tsimbla,birhan,,,,
51847,ET.GOH.Q4.13.156.027,Mihlaw-wetwat,250,,14.35256,38.83039,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Hadish-Adi,,,,
51848,ET.GOH.Q4.13.156.028,Fikya degezmat,250,,14.36992,38.81733,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Hadish-Adi,,,,
51849,ET.GOH.Q4.13.156.029,Embakidan,500,,14.29401,38.6605,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Awet,,,,
51850,ET.GOH.Q4.13.156.030,Mayhanse,250,,14.28344,38.66819,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Awet,,,,
51851,ET.GOH.Q4.13.156.031,May kuho,400,,14.27235,38.62194,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Awet,,,,
51852,ET.GOH.Q4.13.156.032,May-Agamat,600,,14.26166,38.68964,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Adi-Elen,,,,
51853,ET.GOH.Q4.13.156.033,May kremti,300,,14.33243,38.5281,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Asayme,,,,
51854,ET.GOH.Q4.13.156.034,Grat berhe haile,320,,14.33669,38.53881,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Asayme,,,,
51855,ET.GOH.Q4.13.156.035,Gorzo Mekie,260,,14.32234,38.54461,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Asayme,,,,
51856,ET.GOH.Q4.13.156.036,Geza Temenja,225,,14.31623,38.54254,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Asayme,,,,
51857,ET.GOH.Q4.13.156.037,Misdad Feres,225,,14.31873,38.53644,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Asayme,,,,
51858,ET.GOH.Q4.13.156.038,Hutsa,275,,14.28299,38.54677,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Asayme,,,,
51859,ET.GOH.Q4.13.156.039,May Agam,325,,14.30005,38.5428,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,Mereb Leke,Asayme,,,,
51860,ET.GOH.Q4.13.156.040,Daero wuneh,300,,14.22445,38.23133,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,L/adiabo,Maiambesa,,,,
51861,ET.GOH.Q4.13.156.041,Mistay chew,300,,14.25575,38.24112,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,L/adiabo,Maiambesa,,,,
51862,ET.GOH.Q4.13.156.042,Maigodagudo,350,,14.27605,38.12983,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,L/adiabo,Hibret,,,,
51863,ET.GOH.Q4.13.156.043,Gezawerque,325,,14.29081,38.14895,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,L/adiabo,Hibret,,,,
51864,ET.GOH.Q4.13.156.044,Aditsegay,360,,14.33783,38.19432,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,L/adiabo,Hibret,,,,
51865,ET.GOH.Q4.13.156.045,Daboy sereque,300,,14.33207,38.19443,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,L/adiabo,Hibret,,,,
51866,ET.GOH.Q4.13.156.046,Dabate,270,,14.34736,38.14514,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,L/adiabo,Hibret,,,,
51867,ET.GOH.Q4.13.156.047,Gereb mitan,180,,14.25701,38.16983,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,L/adiabo,Adi abagie,,,,
51868,ET.GOH.Q4.13.156.048,Hanti Lahay,210,,14.26771,38.10459,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,GENERAL_WATER,,,423,Community,,,,L/adiabo,Adi abagie,,,,
51869,ET.GOH.Q4.13.156.049,Mihtsab shumtebien,300,,14.24993,38.18025,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Adi abagie,,,,
51870,ET.GOH.Q4.13.156.050,Etan zere,350,,14.28103,38.24941,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Hadegti,,,,
51871,ET.GOH.Q4.13.156.051,Mai gubo,400,,14.2796,38.23427,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Hadegti,,,,
51872,ET.GOH.Q4.13.156.052,Mai grache,350,,14.28812,38.22228,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Hadegti,,,,
51873,ET.GOH.Q4.13.156.053,Dachea,350,,14.21053,37.95744,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Zelazile,,,,
51874,ET.GOH.Q4.13.156.054,Ketema aye,400,,14.21096,37.96353,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Zelazile,,,,
51875,ET.GOH.Q4.13.156.055,Adigolgol,300,,14.18992,37.94298,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Zelazile,,,,
51876,ET.GOH.Q4.13.156.056,Ahsa daberabre,300,,14.18259,37.96027,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Zelazile,,,,
51877,ET.GOH.Q4.13.156.057,Gumey elementary school,498,,14.23575,37.96183,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Zelazile,,,,
51878,ET.GOH.Q4.13.156.058,Mai tantu,300,,14.22248,37.97007,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Zelazile,,,,
51879,ET.GOH.Q4.13.156.059,Zelazile elementary school,885,,14.20559,37.96261,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Zelazile,,,,
51880,ET.GOH.Q4.13.156.060,Mai tsaeda,325,,14.22653,38.29346,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Wuhdet,,,,
51881,ET.GOH.Q4.13.156.061,Adisumandi,360,,14.22051,38.29568,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Wuhdet,,,,
51882,ET.GOH.Q4.13.156.062,Mai shiaku,325,,14.21701,38.29406,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Wuhdet,,,,
51883,ET.GOH.Q4.13.156.063,Mai dimna,350,,14.21731,38.04569,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Tsahayo,,,,
51884,ET.GOH.Q4.13.156.064,Enda belay,350,,14.20668,38.02764,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Tsahayo,,,,
51885,ET.GOH.Q4.13.156.065,Fikya,400,,14.20271,38.01912,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Tsahayo,,,,
51886,ET.GOH.Q4.13.156.066,Dima,275,,14.19106,38.01584,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Tsahayo,,,,
51887,ET.GOH.Q4.13.156.067,Mai tsiquante,325,,14.17988,38.00616,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Tsahayo,,,,
51888,ET.GOH.Q4.13.156.068,Senbetay,250,,14.17741,37.98584,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Tsahayo,,,,
51889,ET.GOH.Q4.13.156.069,Daero,300,,14.16513,38.00269,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Tsahayo,,,,
51890,ET.GOH.Q4.13.156.070,Adiquolanquil,350,,14.30122,38.41158,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Medebay terer,,,,
51891,ET.GOH.Q4.13.156.071,Adi gali,350,,14.32049,38.41173,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Medebay terer,,,,
51892,ET.GOH.Q4.13.156.072,Mai entatie,280,,14.33221,38.41308,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,L/adiabo,Medebay terer,,,,
51893,ET.GOH.Q4.13.156.073,Around school,250,,14.31396,37.99767,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Lese,,,,
51894,ET.GOH.Q4.13.156.074,Kebabo,230,,14.31133,37.9983,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Lese,,,,
51895,ET.GOH.Q4.13.156.075,Endameethan,260,,14.3123,37.99265,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Lese,,,,
51896,ET.GOH.Q4.13.156.076,Belowendamethan,250,,14.31141,37.99921,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Lese,,,,
51897,ET.GOH.Q4.13.156.077,Mayaye,300,,14.64233,37.55175,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Lese,,,,
51898,ET.GOH.Q4.13.156.078,Humor,220,,14.34128,37.9958,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Lese,,,,
51899,ET.GOH.Q4.13.156.079,Mayhagos,200,,14.34189,37.99643,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Lese,,,,
51900,ET.GOH.Q4.13.156.080,Mayhagay,240,,14.36568,38.02494,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Lese,,,,
51901,ET.GOH.Q4.13.156.081,Endabashakut,265,,14.36515,38.01935,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Lese,,,,
51902,ET.GOH.Q4.13.156.082,Lemlem,310,,14.37631,38.00835,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Lese,,,,
51903,ET.GOH.Q4.13.156.083,Mihbasabagie,230,,14.49929,37.89218,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Shimbilina,,,,
51904,ET.GOH.Q4.13.156.084,BelowFTC,300,,14.46731,37.88443,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Shimbilina,,,,
51905,ET.GOH.Q4.13.156.085,Lese,250,,14.45041,37.85891,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Shimbilina,,,,
51906,ET.GOH.Q4.13.156.086,Endagindae,320,,14.40254,38.02462,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Deguale,,,,
51907,ET.GOH.Q4.13.156.087,Mesagirhamesien,360,,14.4219,38.04264,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Deguale,,,,
51908,ET.GOH.Q4.13.156.088,Elatat,350,,14.42936,38.07623,8317.92,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,423,Community,,,,T/adiabo,Deguale,,,,
51910,ET.GOH.Q4.13.156.089,Ela tsegay,520,,14.42602,37.99999,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,637,,424,Community,,,,T/adiabo,Deguale,,,,
51911,ET.GOH.Q4.13.156.090,Grat G/meskel aregawi,600,,14.48757,37.98352,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,325,,424,Community,,,,T/adiabo,Adiawala,,,,
51912,ET.GOH.Q4.13.156.091,Below gobohadush,500,,14.49024,37.98053,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,325,,424,Community,,,,T/adiabo,Adiawala,,,,
51913,ET.GOH.Q4.13.156.092,Azezay,450,,14.48727,38.0262,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,325,,424,Community,,,,T/adiabo,Adiawala,,,,
51914,ET.GOH.Q4.13.156.093,Maykewait,615,,14.56728,37.98305,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,325,,424,Community,,,,T/adiabo,Adiawala,,,,
51915,ET.GOH.Q4.13.156.094,Maykewait,600,,14.56685,37.98326,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Adiawala,,,,
51916,ET.GOH.Q4.13.156.095,Wihdet,390,,14.40654,37.48904,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Aditsetser,,,,
51917,ET.GOH.Q4.13.156.096,Hayliarbaete,350,,14.40386,37.47005,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Aditsetser,,,,
51918,ET.GOH.Q4.13.156.097,Below endahindeya,360,,14.38482,37.47823,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Aditsetser,,,,
51919,ET.GOH.Q4.13.156.098,Segeradi,410,,14.37484,37.54336,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Aditsetser,,,,
51920,ET.GOH.Q4.13.156.099,Endaye,360,,14.37664,37.56466,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Aditsetser,,,,
51921,ET.GOH.Q4.13.156.100,Eladebesay,510,,14.3336,37.63478,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Aditsetser,,,,
51922,ET.GOH.Q4.13.156.101,Endatsatse,450,,14.26896,37.93773,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Zibangedena,,,,
51923,ET.GOH.Q4.13.156.102,Endatsatse,520,,14.26684,37.93742,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Zibangedena,,,,
51924,ET.GOH.Q4.13.156.103,Mana,360,,14.21088,37.57092,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Adiaser,,,,
51925,ET.GOH.Q4.13.156.104,Bozay,370,,14.21257,37.56932,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Adiaser,,,,
51926,ET.GOH.Q4.13.156.105,Gezaezir,390,,14.23924,37.60351,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Adiaser,,,,
51927,ET.GOH.Q4.13.156.106,Mesagir gemel,380,,14.53363,37.87975,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Gemhalo,,,,
51928,ET.GOH.Q4.13.156.107,Endahikmna,550,,14.57589,37.87719,4535.57,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,424,Community,,,,T/adiabo,Gemhalo,,,,
51946,ET.GOH.Q4.13.156.108,Below endahikmina,460,,14.57663,37.87515,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Gemhalo,,,,
51947,ET.GOH.Q4.13.156.109,Galgemhaalo,510,,14.5242,37.77612,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Gemhalo,,,,
51948,ET.GOH.Q4.13.156.110,Himor,460,,14.55725,37.76176,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Gemhalo,,,,
51949,ET.GOH.Q4.13.156.111,Gezamana,450,,14.39008,37.7234,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Ademeyti,,,,
51950,ET.GOH.Q4.13.156.112,Hadushadi,530,,14.35337,37.73447,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Ademeyti,,,,
51951,ET.GOH.Q4.13.156.113,Laelay selam,500,,14.40255,37.69593,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Ademeyti,,,,
51952,ET.GOH.Q4.13.156.114,Jaefer,460,,14.3708,37.68668,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Ademeyti,,,,
51953,ET.GOH.Q4.13.156.115,Tsehayo,500,,14.26264,37.8224,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Atsirega,,,,
51954,ET.GOH.Q4.13.156.116,Maychikura,460,,14.27739,37.83078,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Atsirega,,,,
51955,ET.GOH.Q4.13.156.117,Maylemlem,510,,14.27212,37.81785,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Atsirega,,,,
51956,ET.GOH.Q4.13.156.118,Zana,490,,14.29296,37.82153,10087.91,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,WPS,363,,425,Community,,,,T/adiabo,Atsirega,,,,
51964,ET.GOH.Q4.13.156.119,Sefia,460,,14.35409,37.85059,8060.83,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,426,Community,,,,T/adiabo,Atsirega,,,,
51965,ET.GOH.Q4.13.156.120,Maekeladi,430,,14.36654,37.81087,8060.83,,0,,,,,,,,CO,3,,1,1207,144,,,,,1,WPS,363,,426,Community,,,,T/adiabo,Atsirega,,,,
51966,ET.GOH.Q4.13.156.121,Mayaboy,450,,14.56699,38.07507,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,T/adiabo,Gelawdos,,,,
51967,ET.GOH.Q4.13.156.122,Deda,520,,14.76732,37.83697,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,T/adiabo,Badme,,,,
51968,ET.GOH.Q4.13.156.123,Gerebhadushadi,530,,14.69953,37.84353,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,T/adiabo,Badme,,,,
51969,ET.GOH.Q4.13.156.124,Gereb biara,630,,14.64935,37.91957,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,T/adiabo,Badme,,,,
51970,ET.GOH.Q4.13.156.125,Hagoro,300,,14.33426,38.96764,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51971,ET.GOH.Q4.13.156.126,Ablas,200,,14.33426,38.96471,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51972,ET.GOH.Q4.13.156.127,M/genbi,250,,14.38226,38.96663,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51973,ET.GOH.Q4.13.156.128,M/haret,200,,14.38132,38.97557,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51974,ET.GOH.Q4.13.156.129,M/argzana,200,,14.37077,38.97495,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51975,ET.GOH.Q4.13.156.130,Sagla,250,,14.35856,38.97849,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51976,ET.GOH.Q4.13.156.131,Gaultambuk,200,,14.36732,38.98367,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
51977,ET.GOH.Q4.13.156.132,Arbaarba,200,,14.36188,38.97683,10370.01,,0,,,,,,,,CO,3,,1,1207,144,,,,,0,MYCW_REC,379,,427,Community,,,,Mereb leke,Sihul,,,,
