id,deployment_code,community_name,population,population_override,latitude,longitude,cost_estimate,plaque_text,location_type_id,project_type_id,sub_project_type_id,status_id,grant_id,grant_program_id,d2p_batch_id,mycw,region,funding_source,rehab,revenue_category,package_id,fluxx_id,fluxx_regrant_id,possible_location_types,review_status_name,resubmission_notes,state,district,sub_district,system_name,water_point_name,latitude_display,longitude_display
51591,ET.GOH.Q3.13.148.129,Adi-Metari,300,,12.60511,39.48802,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,GENERAL_WATER,,,419,Community,,,,Ofla,Hashenge,,,,
51592,ET.GOH.Q3.13.148.130,G/Wedikul,250,,12.74132,39.53928,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,GENERAL_WATER,,,419,Community,,,,Endamekoni,Mekan,,,,
51593,ET.GOH.Q3.13.148.131,Beleset,250,,12.74536,39.54342,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Endamekoni,Mekan,,,,
51594,ET.GOH.Q3.13.148.132,Geble Hnto,250,,12.76247,39.34135,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Endamekoni,Nekah Wedi Semro,,,,
51595,ET.GOH.Q3.13.148.133,May amirakut,350,,13.56218,39.46646,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Mariam dehan,,,,
51596,ET.GOH.Q3.13.148.134,Tahitay Hawilalie,500,,13.5769,39.46586,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Mariam dehan,,,,
51597,ET.GOH.Q3.13.148.135,Adekanea Awalid,350,,13.56932,39.44986,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Mariam dehan,,,,
51598,ET.GOH.Q3.13.148.136,Gerebhizaeti,400,,13.57525,39.44153,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Mariam dehan,,,,
51599,ET.GOH.Q3.13.148.137,Gereb hizaeti/Tihiti tsirgia,350,,13.57399,39.44052,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Mariam dehan,,,,
51600,ET.GOH.Q3.13.148.138,May umeri,400,,13.49815,39.41968,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Debregenet,,,,
51601,ET.GOH.Q3.13.148.139,Lanchi lancho,350,,13.48903,39.40631,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Debregenet,,,,
51602,ET.GOH.Q3.13.148.140,Gereb Chiauau,400,,13.48291,39.41449,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Debregenet,,,,
51603,ET.GOH.Q3.13.148.141,May dera,300,,13.49262,39.5134,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Shibita,,,,
51604,ET.GOH.Q3.13.148.142,May dera,350,,13.49352,39.51381,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Shibita,,,,
51605,ET.GOH.Q3.13.148.143,May mesanu,400,,13.48533,39.52272,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Shibita,,,,
51606,ET.GOH.Q3.13.148.144,Gombaschea,400,,13.47747,39.55186,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Shibta,,,,
51607,ET.GOH.Q3.13.148.145,Dagia primary school,303,,13.43819,39.48021,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Aynalem,,,,
51608,ET.GOH.Q3.13.148.146,Maekel adi,350,,13.43076,39.48158,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Aynalem,,,,
51609,ET.GOH.Q3.13.148.147,Mayshimbrata,400,,13.43303,39.48716,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Enderta,Aynalem,,,,
51610,ET.GOH.Q3.13.148.148,Tsihdi Mego,300,,12.63556,39.5016,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Ofla,Hashenge,,,,
51611,ET.GOH.Q3.13.148.149,Megeati,200,,12.72612,39.50676,5598.39,,CO,3,,1,1206,143,,,Tigray,,0,WPS,327,,419,Community,,,,Endamekoni,Smret,,,,
51612,ET.GOH.Q3.13.148.150,FnchH-Emni,225,,12.7227,39.5055,3492.36,,CO,3,,1,1206,143,,,Tigray,,1,GENERAL_WATER,,,420,Community,,,,Endamekoni,Smret,,,,
51613,ET.GOH.Q3.13.148.151,Gra Goytana Gawawo,150,,12.73182,39.49377,3492.36,,CO,3,,1,1206,143,,,Tigray,,1,GENERAL_WATER,,,420,Community,,,,Endamekoni,Smret,,,,
51614,ET.GOH.Q3.13.148.152,Adi kidan ayele,200,,12.75113,39.52586,3492.36,,CO,3,,1,1206,143,,,Tigray,,1,GENERAL_WATER,,,420,Community,,,,Endamekoni,Mekan,,,,
51615,ET.GOH.Q3.13.148.153,adimaekelay,250,,13.92553,39.41032,3492.36,,CO,1,,1,1206,143,,,Tigray,,1,GENERAL_WATER,,,420,Community,,,,Hawzien,Megab,,,,
51616,ET.GOH.Q3.13.148.154,Mayrighe,350,,13.93218,39.37731,3492.36,,CO,1,,1,1206,143,,,Tigray,,1,GENERAL_WATER,,,420,Community,,,,Hawzien,Megab,,,,
51617,ET.GOH.Q3.13.148.155,May ghahi,150,,14.02577,39.36935,3492.36,,CO,1,,1,1206,143,,,Tigray,,1,GENERAL_WATER,,,420,Community,,,,Hawzien,May cado,,,,
51618,ET.GOH.Q3.13.148.156,Mihbae serekti,150,,14.0112,39.42561,3492.36,,CO,1,,1,1206,143,,,Tigray,,1,GENERAL_WATER,,,420,Community,,,,Hawzien,May cado,,,,
51619,ET.GOH.Q3.13.148.157,Gra aras,125,,13.96231,39.41043,3492.36,,CO,1,,1,1206,143,,,Tigray,,1,WPS,327,,420,Community,,,,Hawzien,D/hiwot,,,,
51620,ET.GOH.Q3.13.148.158,Egrimantile,175,,13.856,39.38585,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,Hawzien,Freweyni,,,,
51621,ET.GOH.Q3.13.148.159,Afbeles,150,,13.88295,39.40773,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,Hawzien,Freweyni,,,,
51622,ET.GOH.Q3.13.148.160,Cherim,200,,13.88025,39.403,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,,,421,Community,,,,Hawzien,Freweyni,,,,
51623,ET.GOH.Q3.13.148.161,Gira amiq,350,,13.90734,39.45966,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,Hawzien,Debrebirhan,,,,
51624,ET.GOH.Q3.13.148.162,Meyda agamat,200,,13.91691,39.46703,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,Hawzien,Debrebirhan,,,,
51625,ET.GOH.Q3.13.148.163,Adiweqila,150,,13.93762,39.45636,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,Hawzien,Debrebirhan,,,,
51626,ET.GOH.Q3.13.148.164,Maekel adi,150,,13.9302,39.46107,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,Hawzien,Debrebirhan,,,,
51627,ET.GOH.Q3.13.148.165,Meshil elem. School,670,,13.9589,39.47497,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Hawzien,Selam,,,,
51628,ET.GOH.Q3.13.148.166,Sito,150,,13.9504,39.43663,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Hawzien,Selam,,,,
51629,ET.GOH.Q3.13.148.167,Sibuhmeret/Kahnat,150,,14.09477,39.40864,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Hawzien,Simret,,,,
51630,ET.GOH.Q3.13.148.168,Maibeles,120,,14.09877,39.42123,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Hawzien,Simret,,,,
51631,ET.GOH.Q3.13.148.169,Agamat,300,,14.10069,39.36717,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Hawzien,Shelewa,,,,
51632,ET.GOH.Q3.13.148.170,shehayta,200,,12.51552,39.44001,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Ofla,Fikre welda,,,,
51633,ET.GOH.Q3.13.148.171,kelakl,255,,12.51821,39.42593,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Ofla,Fikre welda,,,,
51634,ET.GOH.Q3.13.148.172,kelakl,255,,12.51821,39.42593,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Ofla,Fikre welda,,,,
51635,ET.GOH.Q3.13.148.173,ahitat,250,,12.5189,39.43492,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Ofla,Fikre welda,,,,
51636,ET.GOH.Q3.13.148.174,gereb tsigona,240,,12.51058,39.45547,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Ofla,Fikre welda,,,,
51637,ET.GOH.Q3.13.148.175,adi washikum,240,,12.52266,39.54926,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Ofla,Adi golo,,,,
51638,ET.GOH.Q3.13.148.176,gereb adi fitawrari,250,,12.52122,39.54571,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Ofla,Adi golo,,,,
51639,ET.GOH.Q3.13.148.177,gereb anachu,230,,12.47573,39.5172,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,Ofla,Wenberet,,,,
51641,ET.GOH.Q3.13.148.178,mhitsab( Karma ater),240,,12.47275,39.52797,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,Ofla,Heyalo,,,,
51642,ET.GOH.Q3.13.148.179,mqunday,225,,12.50378,39.53518,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,Ofla,Heyalo,,,,
51643,ET.GOH.Q3.13.148.180,gira sewule ( E/gebrial),200,,13.30415,39.14292,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,S/samre,Hintsa,,,,
51644,ET.GOH.Q3.13.148.181,rowey,250,,13.297661,39.14967,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,S/samre,Hintsa,,,,
51645,ET.GOH.Q3.13.148.182,qaraqo,245,,13.28333,39.15999,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,S/samre,Hintsa,,,,
51646,ET.GOH.Q3.13.148.183,rahya,240,,13.29287,39.16499,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,S/samre,Hintsa,,,,
51647,ET.GOH.Q3.13.148.184,meshelhit,255,,13.27892,39.17775,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,S/samre,Hintsa,,,,
51648,ET.GOH.Q3.13.148.185,gereb taqiye,135,,13.4033,39.07301,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,S/samre,Banba,,,,
51649,ET.GOH.Q3.13.148.186,mesqila,175,,13.43409,39.02646,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,S/samre,Banba,,,,
51650,ET.GOH.Q3.13.148.187,mesqila (humer),200,,13.43502,39.02265,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,S/samre,Banba,,,,
51651,ET.GOH.Q3.13.148.188,ziban tata,200,,13.30927,39.06533,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,S/samre,Esiret,,,,
51652,ET.GOH.Q3.13.148.189,gira tayta,200,,13.36869,39.04231,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,S/samre,Esiret,,,,
51653,ET.GOH.Q3.13.148.190,mesigi,255,,12.84745,39.31535,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,248,,421,Community,,,,E/alage,Mebal,,,,
51654,ET.GOH.Q3.13.148.191,walkul,235,,12.84267,39.30892,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,197,,421,Community,,,,E/alage,Mebal,,,,
51655,ET.GOH.Q3.13.148.192,mesigi,255,,12.84745,39.31535,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,256,,421,Community,,,,E/alage,Mebal,,,,
51656,ET.GOH.Q3.13.148.193,walkul,235,,12.84267,39.30892,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,208,,421,Community,,,,E/alage,Mebal,,,,
51657,ET.GOH.Q3.13.148.194,Wrawira,300,,13.63619,39.77699,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,222,,421,Community,,,,Atsbiwemberta,Kelisha,,,,
51658,ET.GOH.Q3.13.148.195,Gehar,250,,13.67508,39.80151,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,211,,421,Community,,,,Atsbiwemberta,Kelisha,,,,
51659,ET.GOH.Q3.13.148.196,Beles,220,,13.63184,39.69487,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,211,,421,Community,,,,Atsbiwemberta,Kelisha,,,,
51660,ET.GOH.Q3.13.148.197,Beles,250,,13.63171,39.69436,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,211,,421,Community,,,,Atsbiwemberta,Kelisha,,,,
51661,ET.GOH.Q3.13.148.198,Mayadishiw,230,,13.62919,39.69126,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,Atsbiwemberta,Kelisha,,,,
51662,ET.GOH.Q3.13.148.199,May tahtay,220,,13.58901,39.58601,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,Kilteawlaelo,Kihen,,,,
51663,ET.GOH.Q3.13.148.200,May tselue,200,,13.59845,39.58645,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,Kilteawlaelo,Kihen,,,,
51664,ET.GOH.Q3.13.148.201,Maygudgad,230,,13.75069,39.40085,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,241,,421,Community,,,,Kilteawlaelo,Hayelom,,,,
51665,ET.GOH.Q3.13.148.202,Maykuromto,300,,13.75054,39.40604,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Kilteawlaelo,Hayelom,,,,
51666,ET.GOH.Q3.13.148.203,May michi,185,,13.75705,39.44624,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Kilteawlaelo,Hayelom,,,,
51667,ET.GOH.Q3.13.148.204,May tsaeda,200,,13.76678,39.47295,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Kilteawlaelo,Hayelom,,,,
51668,ET.GOH.Q3.13.148.205,Gerebkokhi,210,,13.68887,39.56356,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Kilteawlaelo,Mahbereweyni,,,,
51669,ET.GOH.Q3.13.148.206,Hinet,200,,13.76571,39.54621,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Kilteawlaelo,Aynalem,,,,
51670,ET.GOH.Q3.13.148.207,Maychew,175,,13.7488,39.57663,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Kilteawlaelo,Aynalem,,,,
51671,ET.GOH.Q3.13.148.208,Gerebat,190,,13.78781,39.55694,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,230,,421,Community,,,,Kilteawlaelo,Aynalem,,,,
51672,ET.GOH.Q3.13.148.209,Mistayawier,210,,13.76746,39.56458,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,Kilteawlaelo,Aynalem,,,,
51673,ET.GOH.Q3.13.148.210,Giramariam,200,,12.98585,39.45004,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,E/Alaje,Keyih tekli,,,,
51674,ET.GOH.Q3.13.148.211,Mewta( Giraseged),200,,12.9833,39.41263,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,67,,421,Community,,,,E/Alaje,Keyih tekli,,,,
51675,ET.GOH.Q3.13.148.212,Gereb adigebrezgi,300,,12.99086,39.41883,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,252,,421,Community,,,,E/Alaje,Keyih tekli,,,,
51676,ET.GOH.Q3.13.148.213,Mayalekti,200,,12.96975,39.42686,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,250,,421,Community,,,,E/Alaje,Keyih tekli,,,,
51677,ET.GOH.Q3.13.148.214,Mechega,250,,13.01824,39.41004,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,263,,421,Community,,,,E/Alaje,Dejen,,,,
51678,ET.GOH.Q3.13.148.215,Grashem(Adidaero),150,,13.01479,39.4223,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,263,,421,Community,,,,E/Alaje,Dejen,,,,
51679,ET.GOH.Q3.13.148.216,Sintik,180,,13.00927,39.42778,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,263,,421,Community,,,,E/Aleje,Dejen,,,,
51680,ET.GOH.Q3.13.148.217,Gerebcheko,180,,13.01171,39.43833,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,263,,421,Community,,,,E/Aleje,Dejen,,,,
51681,ET.GOH.Q3.13.148.218,Fichika,220,,13.02911,39.417,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,263,,421,Community,,,,E/Aleje,Dejen,,,,
51682,ET.GOH.Q3.13.148.219,Beles,150,,13.02865,39.43597,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,273,,421,Community,,,,E/Aleje,Dejen,,,,
51683,ET.GOH.Q3.13.148.220,Mayefa,180,,13.03526,39.41659,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,267,,421,Community,,,,E/Aleje,Dejen,,,,
51684,ET.GOH.Q3.13.148.221,Mayshanfa (Adiger),200,,13.031127,39.41187,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,E/Aleje,Dejen,,,,
51685,ET.GOH.Q3.13.148.222,adi agunad,200,,12.82082,39.54978,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,Endamekoni,Embahazti,,,,
51686,ET.GOH.Q3.13.148.223,may anshti,150,,12.81383,39.55199,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,Endamekoni,Hizba tòhaymanot,,,,
51687,ET.GOH.Q3.13.148.224,may beles,170,,12.77755,39.56295,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,Endamekoni,Hizba tòhaymanot,,,,
51688,ET.GOH.Q3.13.148.225,may shintro,250,,12.75728,39.56868,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,Endamekoni,Hizba tòhaymanot,,,,
51689,ET.GOH.Q3.13.148.226,gereb 7,150,,12.81798,39.56143,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,Endamekoni,Hizba tòhaymanot,,,,
51690,ET.GOH.Q3.13.148.227,meala,200,,12.82266,39.5667,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,Endamekoni,Embahazti,,,,
51691,ET.GOH.Q3.13.148.228,mizrae sinday,160,,12.86691,39.54897,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,Endamekoni,Embahazti,,,,
51692,ET.GOH.Q3.13.148.229,Gereb kuha,210,,12.82225,39.5426,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,MYCW_OVER_10K,,,421,Community,,,,Endamekoni,Embahazti,,,,
51693,ET.GOH.Q3.13.148.230,Demadim,200,,12.83661,39.506,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,268,,421,Community,,,,Endamekoni,Tsibet,,,,
51694,ET.GOH.Q3.13.148.231,Gra aregit,200,,12.83559,39.49574,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,268,,421,Community,,,,Endamekoni,Tsibet,,,,
51695,ET.GOH.Q3.13.148.232,Wenbera,150,,12.82869,39.49957,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Endamekoni,Tsibet,,,,
51696,ET.GOH.Q3.13.148.233,Mesgi,210,,12.80958,39.45266,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Endamekoni,Gelewsa,,,,
51697,ET.GOH.Q3.13.148.234,May alekti,250,,12.80071,39.45749,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Endamekoni,Gelewsa,,,,
51698,ET.GOH.Q3.13.148.235,Gereb ayni,150,,12.7847,39.48912,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Endamekoni,Shimta,,,,
51699,ET.GOH.Q3.13.148.236,Sewhi awald,250,,12.44772,39.4189,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Ofla,lat,,,,
51700,ET.GOH.Q3.13.148.237,Tsebabe sewuhi,250,,12.45366,39.42753,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Ofla,lat,,,,
51701,ET.GOH.Q3.13.148.238,Gra garye ,250,,12.46135,39.38647,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Ofla,lat,,,,
51702,ET.GOH.Q3.13.148.239,Gereb adisalem,230,,12.49835,39.392,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Ofla,fala,,,,
51703,ET.GOH.Q3.13.148.240,Gereb meatsigo,200,,12.84792,39.53599,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,269,,421,Community,,,,Endamekoni,Embahazti,,,,
51704,ET.GOH.Q3.13.148.241,Gereb menat,200,,12.84282,39.53988,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,277,,421,Community,,,,Endamekoni,Embahazti,,,,
51705,ET.GOH.Q3.13.148.242,Una ger,170,,12.84532,39.55553,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,270,,421,Community,,,,Endamekoni,Embahazti,,,,
51706,ET.GOH.Q3.13.148.243,Sewhi chenki,175,,12.50488,39.40313,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,277,,421,Community,,,,Ofla,fala,,,,
51707,ET.GOH.Q3.13.148.244,filfil zba,250,,12.52076,39.26884,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,277,,421,Community,,,,Ofla,zata,,,,
51708,ET.GOH.Q3.13.148.245,atsncho,200,,12.51705,39.27317,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,277,,421,Community,,,,Ofla,zata,,,,
51709,ET.GOH.Q3.13.148.246,fartso,175,,12.50723,39.28011,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,277,,421,Community,,,,Ofla,zata,,,,
51710,ET.GOH.Q3.13.148.247,ayni may,150,,12.50723,39.34278,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,,,421,Community,,,,Ofla,guara,,,,
51711,ET.GOH.Q3.13.148.248,noknako,200,,12.50723,39.33755,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,279,,421,Community,,,,Ofla,guara,,,,
51712,ET.GOH.Q3.13.148.249,timbatko,150,,12.50723,39.33807,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,280,,421,Community,,,,Ofla,guara,,,,
51713,ET.GOH.Q3.13.148.250,Tsimborya,225,,12.71302,39.53402,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,289,,421,Community,,,,Endamekoni,Smret,,,,
51714,ET.GOH.Q3.13.148.251,Nekayt,200,,12.7185,39.50329,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Endamekoni,Smret,,,,
51715,ET.GOH.Q3.13.148.252,Baeti Asefa bekuri Thtiau,150,,12.7545,39.49043,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Endamekoni,Mekan,,,,
51716,ET.GOH.Q3.13.148.253,Gereb Walaku,175,,12.7514,39.35262,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Endamekoni,Nekah,,,,
51717,ET.GOH.Q3.13.148.254,Medatsbet,300,,12.59735,39.4533,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Ofla,Tselgo,,,,
51718,ET.GOH.Q3.13.148.255,Karmi Brshn,175,,12.60409,39.45832,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,271,,421,Community,,,,Ofla,Tselgo,,,,
51719,ET.GOH.Q3.13.148.256,Zban Dur,250,,12.60004,39.44422,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,271,,421,Community,,,,Ofla,Tselgo,,,,
51720,ET.GOH.Q3.13.148.257,Gramerae,150,,12.62041,39.42097,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Ofla,Tselgo,,,,
51721,ET.GOH.Q3.13.148.258,Atsagea,150,,12.61203,39.47055,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Ofla,Tselgo,,,,
51722,ET.GOH.Q3.13.148.259,Adi-Ataro,150,,12.61927,39.40842,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,273,,421,Community,,,,Ofla,Tselgo,,,,
51723,ET.GOH.Q3.13.148.260,Gereb-Shngurti,150,,12.59796,39.47213,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,273,,421,Community,,,,Ofla,Tselgo,,,,
51724,ET.GOH.Q3.13.148.261,T/Aga,250,,12.77248,39.33818,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,327,,421,Community,,,,Endamekoni,Nekah Wedisemro,,,,
51725,ET.GOH.Q3.13.148.262,L/gereb Aga,150,,12.7721,39.34064,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,277,,421,Community,,,,Endamekoni,Nekah Wedi Semro,,,,
51726,ET.GOH.Q3.13.148.263,May dur,200,,13.49997,39.41843,9476.6,,CO,1,,1,1206,143,,,Tigray,,0,WPS,277,,421,Community,,,,Enderta,Debregenet,,,,
